failure_code,failure_id,failure_name,category,finding_classification,controllability,cpcs_surface,required_change_or_effect
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_support_plausibility"",""metric_momentum_continuity"",""metric_temporal_event_error"",""metric_human_readability""]"
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
F04,"failure://contact, balance, and physics/weightless_takeoff_landing_or_recovery/f04","Weightless takeoff, landing, or recovery","Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for F04 with raw artifacts and immutable manifests.
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,"Route to the Contact, balance, and physics risk profile and provider capability filter."
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""motion"",""actions"",""interactions"",""camera"",""editing""]"
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
F05,"failure://contact, balance, and physics/momentum_discontinuity/f05",Momentum discontinuity,"Contact, balance, and physics","[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_momentum_continuity"",""metric_causal_edge_accuracy"",""metric_camera_motion_agreement"",""metric_temporal_event_error""]"
